k,wq,observable_set,feature,parameter,reference_value,production_value,absolute_difference,status,notes
0.00125,-0.58,all_shooting,orbital__r_emit__cos3,wq,0.5933669004877147,0.5933669004877147,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__r_emit__sin3,k,0.8397759811055678,0.8397759811055678,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__r_emit__sin3,wq,-1.3044149440034103,-1.3044149440034103,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__mean,k,-0.8512633325065055,-0.8512633325065055,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__mean,wq,1.1914308274359828,1.1914308274359828,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__amplitude,k,-0.4297646103250188,-0.4297646103250188,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__amplitude,wq,0.7075508025657729,0.7075508025657729,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__cos1,k,-0.2613316590968435,-0.2613316590968435,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__cos1,wq,0.43802090827068374,0.43802090827068374,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__sin1,k,0.386057160773554,0.386057160773554,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__sin1,wq,-0.6299058822399337,-0.6299058822399337,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__cos2,k,-0.2511835489702589,-0.2511835489702589,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__cos2,wq,0.4384196267326279,0.4384196267326279,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__sin2,k,0.35664731918370873,0.35664731918370873,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__sin2,wq,-0.5763287851989609,-0.5763287851989609,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__cos3,k,-0.22910120774796225,-0.22910120774796225,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__cos3,wq,0.4033296195724625,0.4033296195724625,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__sin3,k,0.35010013144330404,0.35010013144330404,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,orbital__p_r_emit__sin3,wq,-0.5658108665413557,-0.5658108665413557,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__mean,k,0.257557683852043,0.257557683852043,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__mean,wq,-0.3466071373899873,-0.3466071373899873,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__amplitude,k,0.4739301203496365,0.4739301203496365,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__amplitude,wq,-0.7218825253054464,-0.7218825253054464,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__reference,k,0.4819535567392021,0.4819535567392021,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__reference,wq,-0.5322869857541092,-0.5322869857541092,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__cos1,k,-0.38219760966896027,-0.38219760966896027,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__cos1,wq,0.5357929435256095,0.5357929435256095,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__sin1,k,0.6005400751973814,0.6005400751973814,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__sin1,wq,-1.0715650915940527,-1.0715650915940527,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__cos2,k,-0.30881530448279493,-0.30881530448279493,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__cos2,wq,0.5023994076257882,0.5023994076257882,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__sin2,k,0.00537114425428404,0.00537114425428404,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__sin2,wq,0.0025417894857946424,0.0025417894857946424,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__cos3,k,-0.08953193307354114,-0.08953193307354114,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__cos3,wq,0.21818997063184092,0.21818997063184092,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__sin3,k,0.7124891793364423,0.7124891793364423,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__impact_parameter__sin3,wq,-1.0746885100941237,-1.0746885100941237,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__mean,k,0.5917354790417709,0.5917354790417709,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__mean,wq,-0.811403511596191,-0.811403511596191,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__amplitude,k,-0.22739221450654984,-0.22739221450654984,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__amplitude,wq,0.5204432004258187,0.5204432004258187,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__reference,k,0.2628732655397034,0.2628732655397034,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__reference,wq,-0.48752476063603173,-0.48752476063603173,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__cos1,k,0.3129930702660798,0.3129930702660798,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__cos1,wq,-0.6951923587348227,-0.6951923587348227,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__sin1,k,-0.3424944861188877,-0.3424944861188877,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__sin1,wq,0.8060051094373984,0.8060051094373984,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__cos2,k,0.3569223767889257,0.3569223767889257,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__cos2,wq,-0.4801407160812039,-0.4801407160812039,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__sin2,k,-0.905847285854048,-0.905847285854048,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__sin2,wq,1.2764146722287897,1.2764146722287897,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__cos3,k,0.28414873181339356,0.28414873181339356,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__cos3,wq,-0.5229701041145469,-0.5229701041145469,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__sin3,k,-0.06822490670479059,-0.06822490670479059,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__alpha_sky__sin3,wq,0.007207249660169456,0.007207249660169456,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__mean,k,-0.11153684183277893,-0.11153684183277893,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__mean,wq,0.12745724115591062,0.12745724115591062,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__amplitude,k,-0.24252476077276378,-0.24252476077276378,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__amplitude,wq,0.597073350231228,0.597073350231228,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__reference,k,-0.2628732655395706,-0.2628732655395706,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__reference,wq,0.487524760636112,0.487524760636112,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__cos1,k,-0.1989861900482202,-0.1989861900482202,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__cos1,wq,0.45359949851748166,0.45359949851748166,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__sin1,k,-0.274770574557073,-0.274770574557073,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__sin1,wq,0.6506952954317007,0.6506952954317007,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__cos2,k,-0.3774552857678885,-0.3774552857678885,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__cos2,wq,0.5720946302133835,0.5720946302133835,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__sin2,k,-0.3722891488369829,-0.3722891488369829,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__sin2,wq,0.4971789646964125,0.4971789646964125,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__cos3,k,0.12382621642509464,0.12382621642509464,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__cos3,wq,-0.2833694994522306,-0.2833694994522306,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__sin3,k,-0.26717548332699037,-0.26717548332699037,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,photon_geometry__beta_sky__sin3,wq,0.5094523304706708,0.5094523304706708,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__mean,k,-0.2484286872875217,-0.2484286872875217,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__mean,wq,0.49451165589222323,0.49451165589222323,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__amplitude,k,-0.30598949394938935,-0.30598949394938935,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__amplitude,wq,0.5527643025706204,0.5527643025706204,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__reference,k,-0.22398593565876385,-0.22398593565876385,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__reference,wq,0.4725775627667381,0.4725775627667381,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__cos1,k,0.3319332703202612,0.3319332703202612,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__cos1,wq,-0.5742726500092818,-0.5742726500092818,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__sin1,k,-0.306271305762492,-0.306271305762492,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__sin1,wq,0.5546381678371168,0.5546381678371168,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__cos2,k,-0.03917511244491789,-0.03917511244491789,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__cos2,wq,0.2242917616699353,0.2242917616699353,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__sin2,k,-0.0591721706484551,-0.0591721706484551,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__sin2,wq,-0.16147716184655192,-0.16147716184655192,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__cos3,k,0.3380727728112187,0.3380727728112187,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__cos3,wq,-0.5859669456985335,-0.5859669456985335,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__sin3,k,-0.6264528205866873,-0.6264528205866873,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,redshift__redshift__sin3,wq,0.9595618560455507,0.9595618560455507,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__mean,k,0.3146894818183884,0.3146894818183884,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__mean,wq,-0.48382160571732263,-0.48382160571732263,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__amplitude,k,1.1056664839799815,1.1056664839799815,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__amplitude,wq,-0.5002950390036238,-0.5002950390036238,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__reference,k,0.30868183338644606,0.30868183338644606,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__reference,wq,-0.4804837965144693,-0.4804837965144693,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__cos1,k,-0.42473898246433306,-0.42473898246433306,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__cos1,wq,-0.5493026722445518,-0.5493026722445518,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__sin1,k,-0.9778686389623661,-0.9778686389623661,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__sin1,wq,0.9166960621772984,0.9166960621772984,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__cos2,k,0.3851529187904982,0.3851529187904982,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__cos2,wq,-0.4862239567721851,-0.4862239567721851,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__sin2,k,-0.9025768735464353,-0.9025768735464353,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__sin2,wq,1.1432420285422726,1.1432420285422726,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__cos3,k,0.3092284584805882,0.3092284584805882,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__cos3,wq,-0.553105808517509,-0.553105808517509,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__sin3,k,-0.7930456912222881,-0.7930456912222881,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__excess_time_delay__sin3,wq,0.9211345184657534,0.9211345184657534,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__mean,k,0.45333813133572753,0.45333813133572753,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__mean,wq,-0.43260534728800193,-0.43260534728800193,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__amplitude,k,0.2711548400451618,0.2711548400451618,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__amplitude,wq,-0.27592999128793066,-0.27592999128793066,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__cos1,k,-0.15840840602735143,-0.15840840602735143,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__cos1,wq,0.09848652580875643,0.09848652580875643,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__sin1,k,-0.28128274502647405,-0.28128274502647405,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__sin1,wq,0.36435640147392745,0.36435640147392745,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__cos2,k,0.13603502055099226,0.13603502055099226,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__cos2,wq,-0.26158737850904723,-0.26158737850904723,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__sin2,k,-0.28643766125183834,-0.28643766125183834,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__sin2,wq,0.30971658683046505,0.30971658683046505,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__cos3,k,-0.0978986024770337,-0.0978986024770337,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__cos3,wq,0.04250773143762349,0.04250773143762349,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__sin3,k,-0.2747002461134913,-0.2747002461134913,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,timing__arrival_time_relative__sin3,wq,0.2795861658209142,0.2795861658209142,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,all_shooting,__aggregate__,sigma_min,1.1038150319741002,1.1038150319740394,6.084022174945858e-14,PASS,independent SVD versus stored diagnostic
0.00125,-0.58,ringdown_only,Omega,k,-0.8205747973106036,-0.8205747973106036,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_only,Omega,wq,0.355541740639815,0.355541740639815,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_only,lambda,k,-0.8436268069644123,-0.8436268069644123,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_only,lambda,wq,0.345610574025089,0.345610574025089,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_only,delta_r,k,1.0303331890983192,1.0303331890983192,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_only,delta_r,wq,-0.12287236282052692,-0.12287236282052692,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_only,r_photon,k,1.0303331890986789,1.0303331890986789,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_only,r_photon,wq,-0.12287236282071767,-0.12287236282071767,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_only,__aggregate__,sigma_min,0.26905001562348024,0.2690500156233766,1.0363931934875836e-13,PASS,independent SVD versus stored diagnostic
0.00125,-0.58,ringdown_plus_photon_geometry,Omega,k,-0.8205747973106036,-0.8205747973106036,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,Omega,wq,0.355541740639815,0.355541740639815,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,lambda,k,-0.8436268069644123,-0.8436268069644123,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,lambda,wq,0.345610574025089,0.345610574025089,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,delta_r,k,1.0303331890983192,1.0303331890983192,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,delta_r,wq,-0.12287236282052692,-0.12287236282052692,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,r_photon,k,1.0303331890986789,1.0303331890986789,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,r_photon,wq,-0.12287236282071767,-0.12287236282071767,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__mean,k,0.257557683852043,0.257557683852043,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__mean,wq,-0.3466071373899873,-0.3466071373899873,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__amplitude,k,0.4739301203496365,0.4739301203496365,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__amplitude,wq,-0.7218825253054464,-0.7218825253054464,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__reference,k,0.4819535567392021,0.4819535567392021,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__reference,wq,-0.5322869857541092,-0.5322869857541092,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__cos1,k,-0.38219760966896027,-0.38219760966896027,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__cos1,wq,0.5357929435256095,0.5357929435256095,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__sin1,k,0.6005400751973814,0.6005400751973814,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__sin1,wq,-1.0715650915940527,-1.0715650915940527,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__cos2,k,-0.30881530448279493,-0.30881530448279493,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__cos2,wq,0.5023994076257882,0.5023994076257882,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__sin2,k,0.00537114425428404,0.00537114425428404,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__sin2,wq,0.0025417894857946424,0.0025417894857946424,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__cos3,k,-0.08953193307354114,-0.08953193307354114,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
0.00125,-0.58,ringdown_plus_photon_geometry,photon_geometry__impact_parameter__cos3,wq,0.21818997063184092,0.21818997063184092,0.0,PASS,production matrix reconstructed from archived feature rows because element matrix was not stored
